English Text,Chinese Translation
"<p><span>Each time you acquire this Skill, you discover </span><strong>a new type of magiseed</strong> (see <strong>Natural Fantasy Atlas</strong>, page <strong>139</strong>).</p><p><span>During a conflict, if there are <strong>no magiseeds</strong> in your </span><strong>garden</strong><span>, you may use an action and spend 20 Mind Points to <strong>plant a magiseed</strong> of a type you have discovered.</span></p><hr /><ul><li><p>For <strong>magiseed</strong> breakdown and a list of Magiseeds, refer to: @UUID[Compendium.projectfu.handouts.JournalEntry.16lV3Tse5aK9qipX]{Magiseed Rules}</p></li></ul><ul><li><p>To <strong>automate</strong>, VTT Instructions can be found here: @UUID[Compendium.projectfu.handouts.JournalEntry.16lV3Tse5aK9qipX.JournalEntryPage.8e8kglGnqyKy1Nju]{Magiseed VTT Instructions}</p></li></ul>",
"<p>At the start of your turn during a conflict, you may choose one ally who is able to hear you <strong>or</strong> one enemy you can see that is suffering from <strong>dazed</strong>, <strong>enraged</strong>, and/or <strong>shaken</strong>. Until the start of your next turn, the chosen creature becomes your <strong>focus</strong>.</p><p>You gain a bonus equal to <strong>【SL】</strong> to Checks you perform to examine your <strong>focus</strong>, as well as to your Accuracy Checks and Magic Checks for attacks and offensive spells ( <span>@ICON[offensive] </span>) that include your <strong>focus</strong> among the targets. When you cause your <strong>focus</strong> to recover Hit Points and/or Mind Points, they recover <strong>【SL × 2】</strong> additional HP and/or MP, respectively.</p><hr><ul><li><p><strong>You Receive: </strong>@EFFECT[Compendium.projectfu.skills.TnDgm6eYgHSKNkDT]{Cognitive Focus (Check Bonus)}</p></li><li><p><strong>Focus Recovers: </strong>@GAIN[2*$sl hp]{SL × 2 HP}, and/or @GAIN[2*$sl mp]{SL × 2 MP}</p></li><li><p><strong>Target Receives: </strong>@EFFECT[Compendium.projectfu.skills.GqxqSdf1UMKkJH1U]{Effect: Cognitive Focus}</p></li></ul>",
Compression Tech,
"<p><span>As long as there is no one aboard your <strong>personal vehicle</strong>, you may have it safely disappear from the game world at any time. What magic or technology allows it?</span></p><p><span>If your <strong>personal vehicle</strong> is not present in the game world and you are in a space big enough to contain it, you may perform the <strong>Inventory</strong> action and spend 2 Inventory Points to have the vehicle appear near you and <strong>enter</strong> it for free.</span></p>",
Condemn,
"<p>You may use an action and spend 5 MP to perform an Opposed <strong>【INS + WLP】</strong> Check against a creature that can hear and understand you — describe your accusations! If you succeed, the target loses <strong>【SL × 10】</strong> Mind Points and suffers <strong>dazed</strong> or <strong>shaken</strong> (your choice).</p><p>You gain a bonus equal to <strong>【SL】</strong> to your <strong>【INS + WLP】</strong> Checks for this Skill.</p><hr /><ul><li><p><strong>You Perform: </strong>@CHECK[ins wlp ($sl)]</p></li><li><p><strong>Target Loses</strong>: @LOSS[$sl*10 mp]</p></li><li><p><strong>Target Suffers:</strong> @EFFECT[dazed], or @EFFECT[shaken]</p></li></ul>",
Consume,
"<p>After you deal damage to one or more creatures with a spell, if you have an <strong>arcane</strong>, <strong>dagger</strong>, or <strong>flail</strong> weapon equipped, you recover <strong>【SL × 2】</strong> Mind Points.</p><hr><ul><li><p><strong>You Recover: </strong>@GAIN[$sl*2 mp]{SL × 2}</p></li></ul>",
Cooking,
"<p><span>When you </span><strong>rest</strong><span> inside a settlement, you gain <strong>【SL】 ingredients</strong></span> (see <strong>Natural Fantasy Atlas</strong>, page <strong>150</strong>).</p><p>You may use an action and combine <strong>2 or 3 ingredients</strong> to prepare a <strong>delicacy</strong> (see page <strong>150</strong>) and choose one option: you apply its effects to yourself or an ally you can see; <strong>or</strong> you perform a <strong>free attack</strong> with a weapon you have equipped. This attack deals no damage, but you apply the delicacy's effects to each enemy hit by the attack.</p><p>You may carry <strong>up to 10 +【SL × 5】ingredients</strong>, and they <strong>will never spoil until you use them</strong>; if you take this Skill during character creation, you begin play with <strong>ten </strong>ingredients with random tastes.</p><hr /><ul><li><p>For <strong>cooking</strong> breakdown and a list of Ingredients &amp; Delicacies, refer to: @UUID[Compendium.projectfu.handouts.JournalEntry.vsXmQQBeh7FSTCc4]{Ingredients &amp; Delicacies Rules}</p></li><li><p>To <strong>automate</strong>, VTT Instructions can be found here: @UUID[Compendium.projectfu.handouts.JournalEntry.vsXmQQBeh7FSTCc4.JournalEntryPage.fDzgptyBKkS5y2YY]{Cookbook VTT Instructions}</p></li></ul>",
Counterattack,
"<p>After an enemy <strong>hits or misses you with a melee attack</strong>, if the Result of their Accuracy Check was an <strong>even number</strong>, you may perform a <strong>free attack</strong> against that enemy (after their attack has been fully resolved). This attack must be a <strong>melee</strong> attack and must have that enemy as its <strong>only</strong> target; treat your <strong>High Roll (HR)</strong> as 0 when calculating damage dealt by this attack.</p>",
Crossfire,
"<p>After a creature you can see performs a <strong>ranged</strong> attack, you may spend an amount of Mind Points equal to the total Result of their Accuracy Check in order to have the attack fail automatically against all targets. You can only use this Skill if you have a <strong>ranged</strong> weapon equipped, and it has no effect if the Accuracy Check was a <strong>critical success</strong>.</p>",
Crushing Chariot,
"<p>After you use <strong>Bishop's Edict</strong>, <strong>Charging Cavalry</strong>, or <strong>King's Castle</strong>, you may choose another Player Character that can hear you who has yet to take a turn during this round. That character may take their turn immediately after yours during this round.</p><hr /><ul><li><p><strong>Trigger:</strong> @UUID[Compendium.projectfu.skills.Item.FGihIPfif7yWsBCp]{Bishop's Edict}, @UUID[Compendium.projectfu.skills.Item.VhWG5AXdBZ8hL4xr]{Charging Cavalry}, <strong>or</strong> @UUID[Compendium.projectfu.skills.Item.79xGJD8jn4zGzYpX]{King's Castle}</p></li></ul>",
Dance,
"<p>Each time you take this Skill, you learn a <strong>dance</strong> (see <strong>High Fantasy</strong>, page <strong>144</strong>).</p><p>On your turn during a conflict scene, if you have no <strong>martial armor</strong> equipped, you may spend 10 Mind Points to perform a dance you have learned. This doesn’t require an action, but it can only be done <strong>before or after</strong> an action, and only <strong>once per turn</strong>. If you already performed a <strong>different dance</strong> during your previous turn in this scene, the cost of the new dance is reduced to 5 Mind Points.</p><p>Some dances are <strong>instantaneous</strong> and resolve immediately, while others have effects that last <strong>until the start of your next turn</strong>.</p><hr /><ul><li><p>For <strong>dance</strong> breakdown and a list of Dances, refer to:<strong> </strong>@UUID[Compendium.projectfu.handouts.JournalEntry.cH2N0pg4NeNZpaM5]{Dances Rules}</p></li><li><p><strong>You Spend (reduced)</strong>: @LOSS[5 mp]</p></li></ul>",
Dark Blood,
"<p>As long as you are in Crisis, you have Resistance to <strong>dark</strong> damage and <strong>poison</strong> damage.</p>",
"<p><span style=""font-family:'PT Sans Narrow', sans-serif"">As long as you are in Crisis, you have Resistance to <strong style=""box-sizing:border-box;user-select:text;margin:0px;padding:0px;color:rgb(25, 24, 19);font-family:'PT Sans Narrow', sans-serif;font-size:16px;font-style:normal;font-variant-ligatures:normal;font-variant-caps:normal;letter-spacing:normal;orphans:2;text-align:start;text-indent:0px;text-transform:none;white-space:normal;widows:2;word-spacing:0px;-webkit-text-stroke-width:0px;text-decoration-thickness:initial;text-decoration-style:initial;text-decoration-color:initial"">dark </strong>damage and <strong style=""box-sizing:border-box;user-select:text;margin:0px;padding:0px;color:rgb(25, 24, 19);font-family:'PT Sans Narrow', sans-serif;font-size:16px;font-style:normal;font-variant-ligatures:normal;font-variant-caps:normal;letter-spacing:normal;orphans:2;text-align:start;text-indent:0px;text-transform:none;white-space:normal;widows:2;word-spacing:0px;-webkit-text-stroke-width:0px;text-decoration-thickness:initial;text-decoration-style:initial;text-decoration-color:initial"">poison </strong>damage. </span></p>",
Defensive Mastery,
"<p>As long as you have a <strong>shield</strong> or <strong>martial armor</strong> equipped, all damage you suffer is reduced by <strong>【SL】</strong> (applied <strong>before</strong> damage Affinities).</p>",
Dodge,
"<p><span>As long as you have no <strong>shields</strong> and no <strong>martial armor</strong> equipped, your Defense score is increased by <strong>【SL】</strong>.</span></p>",
"<p><span style=""font-family:'PT Sans Narrow', sans-serif"">As long as you have no <strong>shields</strong> and no <strong>martial armor</strong> equipped, your Defense score is increased by<strong>【SL】</strong>. </span></p>",
Double or Nothing,
"<p>Before you perform an Accuracy Check, a Magic Check for an offensive spell (@ICON[offensive]), or a Check to advance or turn back a Clock, you may declare <strong>double or nothing</strong>. If you do and the Check triggers a <strong>critical success</strong>, double the damage dealt by that attack or spell or the filled or erased sections of that Clock, respectively; however, any other Result is considered a <strong>critical failure</strong>.</p>",
Dual Shieldbearer,
"<p>You may now equip a <strong>shield</strong> in your <strong>main hand</strong> slot. As long as you have two shields equipped, you gain the benefits of both items and may treat them as the following combined two-handed melee <strong>brawling</strong> weapon:</p><table style=""width:98.7597%"" border=""1""><colgroup><col style=""width:14.4654%""></col><col style=""width:20.7547%""></col><col style=""width:23.2618%""></col><col style=""width:41.5181%""></col></colgroup><tbody><tr><td><strong>WEAPON</strong></td><td><strong>ACCURACY</strong></td><td><strong>DAMAGE</strong></td><td><strong>QUALITY</strong></td></tr><tr><td><strong>Twin Shields</strong></td><td><strong>【MIG + MIG】</strong></td><td><strong>【HR + 5】</strong> <strong>physical</strong></td><td>Deals extra damage equal to your <strong>【SL】</strong> in <strong>defensive mastery</strong>.</td></tr></tbody></table><hr /><ul><li><p>To <strong>automate</strong>, add the following @UUID[Compendium.projectfu.skills.Item.2LyT2btVVPDPYY4h]{Twin Shields} to your character sheet. Navigate to the '<strong>Items</strong>"" tab where <strong>Twin Shields</strong> is located and press <strong>Ctrl+Click</strong> the icon in <strong>Equip?</strong> column. The item will be added to the <strong>Phantom Slot</strong>. Make sure this skill is added to your character sheet. Now you can equip shields on both your main and off hand slot.</p></li></ul>",
Ecdysis,
"<p>After you lose Hit Points due to damage, if that damage had a type <strong>other than physical</strong>, you may spend 10 HP to gain Resistance to that damage type until you use this Skill again. You cannot use this Skill if doing so would reduce you to 0 HP.</p><hr /><ul><li><p><strong>You Receive:</strong> @TYPE[affinity air resistance], @TYPE[affinity bolt resistance], @TYPE[affinity dark resistance], @TYPE[affinity earth resistance], @TYPE[affinity fire resistance], @TYPE[affinity ice resistance], @TYPE[affinity light resistance], @TYPE[affinity poison resistance]</p></li></ul>",
